,depth,naw_temp,naw_sal,naw_den,saw_temp,saw_sal,saw_den
276,552,13.35310250265793,35.978136061511904,1026.9447158169494,7.563101308512284,34.825174389119375,1027.0732315978273
277,554,13.317670797279895,35.97315791281731,1026.9480622283352,7.55064488425995,34.824035837453415,1027.074123554127
278,556,13.282239091901861,35.96817976412271,1026.951408639721,7.538188460007616,34.822897285787455,1027.075015510427
279,558,13.246807386523827,35.96320161542812,1026.9547550511068,7.525732035755282,34.821758734121495,1027.0759074667267
280,560,13.21137568114579,35.95822346673352,1026.9581014624926,7.513275611502948,34.820620182455535,1027.0767994230266
281,562,13.175943975767757,35.953245318038924,1026.9614478738783,7.500819187250614,34.819481630789575,1027.0776913793263
282,564,13.140512270389722,35.94826716934433,1026.9647942852644,7.48836276299828,34.818343079123615,1027.0785833356263
283,566,13.105080565011688,35.94328902064973,1026.9681406966502,7.475906338745946,34.817204527457655,1027.079475291926
284,568,13.069648859633654,35.93831087195513,1026.971487108036,7.463449914493612,34.816065975791695,1027.080367248226
285,570,13.03421715425562,35.93333272326054,1026.9748335194217,7.450993490241278,34.814927424125734,1027.0812592045258
286,572,12.998785448877586,35.928354574565944,1026.9781799308075,7.438537065988944,34.813788872459774,1027.0821511608256
287,574,12.963353743499551,35.923376425871346,1026.9815263421933,7.42608064173661,34.812650320793814,1027.0830431171255
288,576,12.927922038121515,35.91839827717675,1026.984872753579,7.413624217484276,34.81151176912786,1027.0839350734252
289,578,12.892490332743481,35.91342012848215,1026.988219164965,7.401167793231942,34.8103732174619,1027.0848270297251
290,580,12.857058627365447,35.908441979787554,1026.9915655763507,7.3887113689796085,34.80923466579594,1027.0857189860249
291,582,12.821626921987413,35.903463831092964,1026.9949119877365,7.3762549447272745,34.80809611412998,1027.0866109423248
292,584,12.786195216609379,35.898485682398366,1026.9982583991223,7.3637985204749405,34.80695756246402,1027.0875028986247
293,586,12.750763511231344,35.89350753370377,1027.001604810508,7.351342096222607,34.80581901079806,1027.0883948549244
294,588,12.71533180585331,35.88852938500917,1027.004951221894,7.338885671970273,34.8046804591321,1027.0892868112244
295,590,12.679900100475276,35.883551236314574,1027.0082976332799,7.326429247717939,34.80354190746614,1027.090178767524
296,592,12.64446839509724,35.878573087619976,1027.0116440446657,7.313972823465605,34.80240335580018,1027.091070723824
297,594,12.609036689719206,35.873594938925386,1027.0149904560515,7.301516399213271,34.80126480413422,1027.0919626801237
298,596,12.573604984341172,35.86861679023079,1027.0183368674373,7.289059974960937,34.80012625246826,1027.0928546364237
299,598,12.538173278963137,35.86363864153619,1027.021683278823,7.276603550708603,34.7989877008023,1027.0937465927234
300,600,12.502741573585103,35.858660492841594,1027.0250296902088,7.264147126456269,34.79784914913634,1027.0946385490233
301,602,12.467313025364376,35.85394641961418,1027.0282543539224,7.253333596096883,34.79681024563498,1027.0953373847688
302,604,12.43188447714365,35.84923234638678,1027.031479017636,7.242520065737497,34.79577134213361,1027.0960362205142
303,606,12.39645592892292,35.844518273159366,1027.0347036813498,7.231706535378112,34.79473243863225,1027.0967350562596
304,608,12.361027380702193,35.839804199931955,1027.0379283450634,7.220893005018725,34.793693535130885,1027.0974338920048
305,610,12.325598832481466,35.83509012670455,1027.041153008777,7.21007947465934,34.792654631629524,1027.0981327277502
306,612,12.29017028426074,35.83037605347714,1027.0443776724906,7.199265944299953,34.79161572812816,1027.0988315634957
307,614,12.25474173604001,35.825661980249734,1027.0476023362044,7.188452413940568,34.7905768246268,1027.099530399241
308,616,12.219313187819283,35.82094790702232,1027.050826999918,7.1776388835811815,34.78953792112543,1027.1002292349865
309,618,12.183884639598556,35.81623383379491,1027.0540516636315,7.166825353221796,34.78849901762407,1027.100928070732
